Play_Position	Identifier_in_play	Text	Polarity_differentiated	Polarity_threefold	Polarity_binary
Nathan der Weise 5.Akt, 8.Szene, 30.Replik, Nummer im Gesamt-Drama: 1271	5_8_30_1271	SALADIN:Das Hat noch gefehlt! Christ! ein so niedriger Verdacht wär über Assads Lippen nicht Gekommen. – Gut! fahr nur so fort!	negative	negative	negative
Nathan der Weise 5.Akt, 8.Szene, 31.Replik, Nummer im Gesamt-Drama: 1272	5_8_31_1272	NATHAN:Verzeih Ihm! – Ich verzeih ihm gern. – Wer weiß, was wir An seiner Stell', in seinem Alter dächten! Natürlich, Ritter! – Argwohn folgt auf Mißtraun! – Wenn Ihr mich Euers wahren Namens gleich Gewürdigt hättet ...	mixed	positive	positive
Nathan der Weise 5.Akt, 8.Szene, 32.Replik, Nummer im Gesamt-Drama: 1273	5_8_32_1273	TEMPELHERR:Wie?	uncertain	negative	negative
Nathan der Weise 5.Akt, 8.Szene, 33.Replik, Nummer im Gesamt-Drama: 1274	5_8_33_1274	NATHAN:Ihr seid kein Stauffen!	neutral	neutral	negative
Nathan der Weise 5.Akt, 8.Szene, 39.Replik, Nummer im Gesamt-Drama: 1280	5_8_39_1280	NATHAN:Ihr stutzt?	neutral	neutral	positive
Nathan der Weise 5.Akt, 8.Szene, 40.Replik, Nummer im Gesamt-Drama: 1281	5_8_40_1281	TEMPELHERR:Mit Recht! Wer sagt das?	negative	negative	negative
Nathan der Weise 5.Akt, 8.Szene, 68.Replik, Nummer im Gesamt-Drama: 1309	5_8_68_1309	SALADIN:Was sagst du, Schwester?	neutral	neutral	positive
Nathan der Weise 5.Akt, 8.Szene, 73.Replik, Nummer im Gesamt-Drama: 1314	5_8_73_1314	NATHAN:Was?	neutral	neutral	positive
Nathan der Weise 5.Akt, 8.Szene, 77.Replik, Nummer im Gesamt-Drama: 1318	5_8_77_1318	NATHAN:O! daß er der nicht sei, gestand er wohl. – Er sprach am liebsten Persisch ...	positive	positive	positive
Miß Sara Sampson 1.Akt, 1.Szene, 3.Replik, Nummer im Gesamt-Drama: 3	1_1_3_3	SIR WILLIAM:Laß mich weinen, alter ehrlicher Diener. Oder verdient sie etwa meine Tränen nicht?	negative	negative	negative
Miß Sara Sampson 1.Akt, 1.Szene, 4.Replik, Nummer im Gesamt-Drama: 4	1_1_4_4	WAITWELL:Ach! sie verdient sie, und wenn es blutige Tränen wären.	negative	negative	negative
Miß Sara Sampson 1.Akt, 1.Szene, 7.Replik, Nummer im Gesamt-Drama: 7	1_1_7_7	SIR WILLIAM:O schweig! Zerfleischt nicht das Gegenwärtige mein Herz schon genug? Willst du meine Martern durch die Erinnerung an vergangne Glückseligkeiten noch höllischer machen? Ändre deine Sprache, wenn du mir einen Dienst tun willst. Tadle mich; mache mir aus meiner Zärtlichkeit ein Verbrechen; vergrößre das Vergehen meiner Tochter; erfülle mich, wenn du kannst, mit Abscheu gegen sie; entflamme aufs neue meine Rache gegen ihren verfluchten Verführer; sage, daß Sara nie tugendhaft gewesen, weil sie so leicht aufgehört hat es zu sein; sage, daß sie mich nie geliebt, weil sie mich heimlich verlassen hat.	negative	negative	negative
Miß Sara Sampson 1.Akt, 1.Szene, 9.Replik, Nummer im Gesamt-Drama: 9	1_1_9_9	SIR WILLIAM:Ja, Waitwell, nur davon verlange ich überzeugt zu sein. Ich kann sie länger nicht entbehren; sie ist die Stütze meines Alters, und wenn sie nicht den traurigen Rest meines Lebens versüßen hilft, wer soll es denn tun? Wenn sie mich noch liebt, so ist ihr Fehler vergessen. Es war der Fehler eines zärtlichen Mädchens, und ihre Flucht war die Wirkung ihrer Reue. Solche Vergehungen sind besser, als erzwungene Tugenden – Doch ich fühle es, Waitwell, ich fühle es; wenn diese Vergehungen auch wahre Verbrechen, wenn es auch vorsätzliche Laster wären: ach! ich würde ihr doch vergeben. Ich würde doch lieber von einer lasterhaften Tochter, als von keiner, geliebt sein wollen.	positive	positive	positive
Miß Sara Sampson 1.Akt, 2.Szene, 4.Replik, Nummer im Gesamt-Drama: 14	1_2_4_14	SIR WILLIAM:Besorget nichts; führt mich nur in das Zimmer, das Waitwell für mich bestellt hat. Ich komme aus rechtschaffnen Absichten hierher.	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 2.Szene, 9.Replik, Nummer im Gesamt-Drama: 19	1_2_9_19	DER WIRT:Kommen Sie. Nur eine Wand wird Sie von dem Frauenzimmer trennen, das Ihnen so nahe geht, und die vielleicht – –	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 2.Szene, 11.Replik, Nummer im Gesamt-Drama: 21	1_2_11_21	DER WIRT:Nein, Waitwell, ich mag nichts wissen.	negative	negative	negative
Miß Sara Sampson 1.Akt, 2.Szene, 13.Replik, Nummer im Gesamt-Drama: 23	1_2_13_23	DER WIRT:Wollen Sie mir also folgen, gnädiger Herr? Geht ab.	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 3.Szene, 2.Replik, Nummer im Gesamt-Drama: 25	1_3_2_25	NORTON:Mein Herr!	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 3.Szene, 3.Replik, Nummer im Gesamt-Drama: 26	1_3_3_26	MELLEFONT:Kleide mich an! – O mache mir keine sauern Gesichter! Wenn ich werde länger schlafen können, so erlaube ich dir, daß du auch länger schlafen darfst. Wenn du von deiner Schuldigkeit nichts wissen willst, so habe wenigstens Mitleiden mit mir.	negative	negative	negative
Miß Sara Sampson 1.Akt, 4.Szene, 1.Replik, Nummer im Gesamt-Drama: 37	1_4_1_37	NORTON:Es ist Betty.	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 4.Szene, 2.Replik, Nummer im Gesamt-Drama: 38	1_4_2_38	MELLEFONT:Schon auf, Betty? Was macht dein Fräulein?	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 4.Szene, 5.Replik, Nummer im Gesamt-Drama: 41	1_4_5_41	BETTY:Nein, sie will selbst zu Ihnen kommen.	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 5.Szene, 3.Replik, Nummer im Gesamt-Drama: 45	1_5_3_45	NORTON:Sie sollen tun, was sie verlangen wird.	negative	negative	negative
Miß Sara Sampson 1.Akt, 7.Szene, 7.Replik, Nummer im Gesamt-Drama: 59	1_7_7_59	MELLEFONT:Wie kann also meine Miß über die Verschiebung einer Zeremonie unruhig sein?	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 7.Szene, 11.Replik, Nummer im Gesamt-Drama: 63	1_7_11_63	MELLEFONT:Ach! liebste Sara, ich verspreche Ihnen das Ende Ihrer Pein, ohne das Ende Ihres Lebens, welches gewiß auch das Ende des meinigen sein würde. Vergessen Sie das schreckliche Gewebe eines sinnlosen Traumes.	positive	positive	positive
Miß Sara Sampson 1.Akt, 7.Szene, 21.Replik, Nummer im Gesamt-Drama: 73	1_7_21_73	MELLEFONT:So bitte ich Sie denn um dieser Liebe, um dieser großmütigen, alle meine Unwürdigkeit übersehenden Liebe Willen, zu Ihren Füßen bitte ich Sie: beruhigen Sie sich. Haben Sie nur noch einige Tage Geduld.	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 7.Szene, 26.Replik, Nummer im Gesamt-Drama: 78	1_7_26_78	SARA:Diese sollen die Zeugen unserer Verbindung sein? – Grausamer! so soll diese Verbindung nicht in meinem Vaterlande geschehen? So soll ich mein Vaterland als eine Verbrecherin verlassen? Und als eine solche, glauben Sie, würde ich Mut genug haben, mich der See zu vertrauen? Dessen Herz muß ruhiger oder muß ruchloser sein, als meines, welcher nur einen Augenblick zwischen sich und dem Verderben mit Gleichgültigkeit nichts, als ein schwankendes Brett, sehen kann. In jeder Welle, die an unser Schiff schlüge, würde mir der Tod entgegenrauschen; jeder Wind würde mir von den väterlichen Küsten Verwünschungen nachbrausen, und der kleinste Sturm würde mich ein Blutgericht über mein Haupt zu sein, dünken. – Nein, Mellefont, so ein Barbar können Sie gegen mich nicht sein. Wenn ich noch das Ende Ihres Vergleichs erlebe, so muß es Ihnen auf einen Tag nicht ankommen, den wir hier länger zubringen. Es muß dieses der Tag sein, an dem Sie mich die Martern aller hier verweinten Tage vergessen lehren. Es muß dieses der heilige Tag sein – Ach! welcher wird es denn endlich sein?	negative	negative	negative
Miß Sara Sampson 1.Akt, 7.Szene, 28.Replik, Nummer im Gesamt-Drama: 80	1_7_28_80	SARA:Eine heilige Handlung wird durch das Feierliche nicht kräftiger.	neutral	neutral	negative
Miß Sara Sampson 1.Akt, 7.Szene, 29.Replik, Nummer im Gesamt-Drama: 81	1_7_29_81	MELLEFONT:Allein – –	neutral	neutral	negative
Miß Sara Sampson 1.Akt, 7.Szene, 30.Replik, Nummer im Gesamt-Drama: 82	1_7_30_82	SARA:Ich erstaune. Sie wollen doch wohl nicht auf einem so nichtigen Vorwande bestehen? O Mellefont, Mellefont! wenn ich mir es nicht zum unverbrüchlichsten Gesetze gemacht hätte, niemals an der Aufrichtigkeit Ihrer Liebe zu zweifeln, so würde mir dieser Umstand – – Doch schon zu viel; es möchte scheinen, als hätte ich eben itzt daran gezweifelt.	negative	negative	negative
Miß Sara Sampson 1.Akt, 8.Szene, 4.Replik, Nummer im Gesamt-Drama: 88	1_8_4_88	SARA:Sie erschrecken?	mixed	negative	negative
Miß Sara Sampson 1.Akt, 8.Szene, 5.Replik, Nummer im Gesamt-Drama: 89	1_8_5_89	MELLEFONT:Aber ohne Ursache, Miß; wie ich nun wohl sehe. Ich irrte mich in der Hand.	neutral	neutral	negative
Miß Sara Sampson 1.Akt, 8.Szene, 10.Replik, Nummer im Gesamt-Drama: 94	1_8_10_94	SARA:Ich mache mir keine, Mellefont.	positive	positive	positive
Miß Sara Sampson 1.Akt, 9.Szene, 2.Replik, Nummer im Gesamt-Drama: 97	1_9_2_97	NORTON:Weh Ihnen, wenn er nichts, als gerecht ist!	negative	negative	negative
Miß Sara Sampson 1.Akt, 9.Szene, 4.Replik, Nummer im Gesamt-Drama: 99	1_9_4_99	NORTON:»Es wird so gut sein, als ob ich Ihnen den längsten Brief geschrieben hätte, Mellefont, wenn Sie den Namen, den Sie am Ende der Seite finden werden, nur einer kleinen Betrachtung würdigen wollen – –«	neutral	neutral	positive
Miß Sara Sampson 1.Akt, 9.Szene, 10.Replik, Nummer im Gesamt-Drama: 105	1_9_10_105	NORTON:»Sie hat mich Ihnen nachgebracht. – –«	neutral	neutral	negative
Miß Sara Sampson 1.Akt, 9.Szene, 13.Replik, Nummer im Gesamt-Drama: 108	1_9_13_108	MELLEFONT:Ich Unglücklicher! – Nein, ich muß sie sprechen. Sie würde mich bis in das Zimmer der Sara suchen, und alle ihre Wut gegen diese Unschuldige auslassen.	negative	negative	negative
Miß Sara Sampson 1.Akt, 9.Szene, 14.Replik, Nummer im Gesamt-Drama: 109	1_9_14_109	NORTON:Aber, mein Herr – –	neutral	neutral	negative
Miß Sara Sampson 1.Akt, 9.Szene, 15.Replik, Nummer im Gesamt-Drama: 110	1_9_15_110	MELLEFONT:Sage nichts! – Laß sehen, Indem er in den Brief sieht. ob sie ihre Wohnung angezeigt hat. Hier ist sie. Komm, führe mich. Sie gehen ab.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 1.Szene, 2.Replik, Nummer im Gesamt-Drama: 112	2_1_2_112	HANNAH:Richtig.	neutral	neutral	positive
Miß Sara Sampson 2.Akt, 1.Szene, 10.Replik, Nummer im Gesamt-Drama: 120	2_1_10_120	HANNAH:Es ist wahr; sie ist sein kleiner Abgott; und der Einfall, sie mit zu nehmen, hätte nicht glücklicher sein können.	positive	positive	positive
Miß Sara Sampson 2.Akt, 2.Szene, 8.Replik, Nummer im Gesamt-Drama: 133	2_2_8_133	MARWOOD:Etwa so?	neutral	neutral	positive
Miß Sara Sampson 2.Akt, 2.Szene, 9.Replik, Nummer im Gesamt-Drama: 134	2_2_9_134	HANNAH:Zu traurig!	negative	negative	negative
Miß Sara Sampson 2.Akt, 2.Szene, 11.Replik, Nummer im Gesamt-Drama: 136	2_2_11_136	HANNAH:Vollkommen! Aber nur freier – Er kömmt.	positive	positive	positive
Miß Sara Sampson 2.Akt, 3.Szene, 1.Replik, Nummer im Gesamt-Drama: 137	2_3_1_137	MELLEFONT:Ha! Marwood –	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 3.Szene, 5.Replik, Nummer im Gesamt-Drama: 141	2_3_5_141	MELLEFONT:Marwood, ich vermutete, daß Sie mich anders empfangen würden.	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 9.Replik, Nummer im Gesamt-Drama: 145	2_3_9_145	MELLEFONT:So hätten Sie, sollt' ich meinen, Ihren Weg ersparen können.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 3.Szene, 17.Replik, Nummer im Gesamt-Drama: 153	2_3_17_153	MELLEFONT:Was für eine Schlange! Hier wird das beste sein, zu fliehen. – Sagen Sie mir es nur kurz, Marwood, warum Sie mir nachgekommen sind? Was Sie noch von mir verlangen? Aber sagen Sie es nur ohne dieses Lächeln, ohne diesen Blick, aus welchem mich eine ganze Hölle von Verführung schreckt.	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 20.Replik, Nummer im Gesamt-Drama: 156	2_3_20_156	MARWOOD:Ei sieh doch! Deine neue Gebieterin ist also wohl gar ein Mädchen von schönen sittlichen Empfindungen? Ihr Mannspersonen müßt doch selbst nicht wissen, was ihr wollt. Bald sind es die schlüpfrigsten Reden, die buhlerhaftesten Scherze, die euch an uns gefallen; und bald entzücken wir euch, wenn wir nichts als Tugend reden, und alle sieben Weisen auf unserer Zunge zu haben scheinen. Das schlimmste aber ist, daß ihr das eine so wohl als das andre überdrüssig werdet. Wir mögen närrisch oder vernünftig, weltlich oder geistlich gesinnet sein: wir verlieren unsere Mühe, euch beständig zu machen, einmal wie das andre. Du wirst an deine schöne Heilige die Reihe Zeit genug kommen lassen. Soll ich wohl einen kleinen Überschlag machen? Nun eben bist du im heftigsten Paroxysmo mit ihr: und diesem geb' ich noch zwei, aufs längste drei Tage. Hierauf wird eine ziemlich geruhige Liebe folgen: der geb' ich acht Tage. Die andern acht Tage wirst du nur gelegentlich an diese Liebe denken. Die dritten wirst du dich daran erinnern lassen: und wann du dieses Erinnern satt hast, so wirst du dich zu der äußersten Gleichgültigkeit so schnell gebracht sehen, daß ich kaum die vierten acht Tage auf diese letzte Veränderung rechnen darf – Das wäre nun ungefähr ein Monat. Und diesen Monat, Mellefont, will ich dir noch mit dem größten Vergnügen nachsehen; nur wirst du erlauben, daß ich dich nicht aus dem Gesichte verlieren darf.	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 25.Replik, Nummer im Gesamt-Drama: 161	2_3_25_161	MELLEFONT:Behalten Sie alles, Marwood.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 3.Szene, 26.Replik, Nummer im Gesamt-Drama: 162	2_3_26_162	MARWOOD:Ich will nichts davon behalten. Was hätte ich ohne Ihre Person für ein Recht darauf? Wenn Sie mich auch nicht mehr lieben, so müssen Sie mir doch die Gerechtigkeit widerfahren lassen, und mich für keine von den feilen Buhlerinnen halten, denen es gleich viel ist, von wessen Beute sie sich bereichern. Kommen Sie nur, Mellefont, Sie sollen den Augenblick wieder so reich sein, als Sie vielleicht ohne meine Bekanntschaft geblieben wären; und vielleicht auch nicht.	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 28.Replik, Nummer im Gesamt-Drama: 164	2_3_28_164	MARWOOD:Nennen Sie das edel? Ich nenne es weiter nichts, als billig. Nein, mein Herr, nein; ich verlange nicht, daß Sie mir diese Wiedererstattung als etwas Besonders anrechnen sollen. Sie kostet mich nichts; und auch den geringsten Dank, den Sie mir dafür sagen wollten, würde ich für eine Beschimpfung halten, weil er doch keinen andern Sinn als diesen haben könnte: »Marwood, ich hielt Euch für eine niederträchtige Betriegerin; ich bedanke mich, daß Ihr es wenigstens gegen mich nicht sein wollt.«	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 29.Replik, Nummer im Gesamt-Drama: 165	2_3_29_165	MELLEFONT:Genug, Madame, genug! Ich fliehe, weil mich mein Unstern in einen Streit von Großmut zu verwickeln drohet, in welchem ich am ungernsten unterliegen möchte.	negative	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 30.Replik, Nummer im Gesamt-Drama: 166	2_3_30_166	MARWOOD:Fliehen Sie nur; aber nehmen Sie auch alles mit, was Ihr Andenken bei mir erneuern könnte. Arm, verachtet, ohne Ehre und ohne Freunde, will ich es alsdann noch einmal wagen, Ihr Erbarmen rege zu machen. Ich will Ihnen in der unglücklichen Marwood nichts als eine Elende zeigen, die Geschlecht, Ansehen, Tugend und Gewissen für Sie aufgeopfert hat. Ich will Sie an den ersten Tag erinnern, da Sie mich sahen und liebten; an den ersten Tag, da auch ich Sie sahe und liebte; an das erste stammelnde, schamhafte Bekenntnis, das Sie mir zu meinen Füßen von Ihrer Liebe ablegten; an die erste Versicherung von Gegenliebe, die Sie mir auspreßten; an die zärtlichen Blicke, an die feurigen Umarmungen, die darauf folgten; an das beredte Stillschweigen, wenn wir mit beschäftigten Sinnen einer des andern geheimste Regungen errieten, und in den schmachtenden Augen die verborgensten Gedanken der Seele lasen; an das zitternde Erwarten der nahenden Wollust; an die Trunkenheit ihrer Freuden; an das süße Erstarren nach der Fülle des Genusses, in welchem sich die ermatteten Geister zu neuen Entzückungen erholten. An alles dieses will ich Sie erinnern, und dann Ihre Kniee umfassen, und nicht aufhören um das einzige Geschenk zu bitten, das Sie mir nicht versagen können, und ich ohne zu erröten annehmen darf, – um den Tod von Ihren Händen.	mixed	negative	negative
Miß Sara Sampson 2.Akt, 3.Szene, 34.Replik, Nummer im Gesamt-Drama: 170	2_3_34_170	MARWOOD:Ach, einen Vorsprecher, dessen Sie mich nur allzugern beraubet hätten. Die Natur wird seine Klagen auf einem kürzern Wege zu Ihrem Herzen bringen – –	negative	negative	negative
Miß Sara Sampson 2.Akt, 4.Szene, 2.Replik, Nummer im Gesamt-Drama: 173	2_4_2_173	MARWOOD:Soll ich umsonst Mutter sein? – Komm, meine Bella, komm; sieh hier deinen Beschützer wieder, deinen Freund, deinen – Ach! das Herz mag es ihm sagen, was er noch mehr, als dein Beschützer, als dein Freund sein kann.	positive	positive	positive
Miß Sara Sampson 2.Akt, 4.Szene, 4.Replik, Nummer im Gesamt-Drama: 175	2_4_4_175	ARABELLA:Ach, mein Herr! Sind Sie es? Sind Sie unser Mellefont? – Nein doch, Madam, er ist es nicht. – Würde er mich nicht ansehen, wenn er es wäre? Würde er mich nicht in seine Arme schließen? Er hat es ja sonst getan. Ich unglückliches Kind! Womit hätte ich ihn denn erzürnt, diesen Mann, diesen liebsten Mann, der mir erlaubte, mich seine Tochter zu nennen?	negative	negative	negative
Miß Sara Sampson 2.Akt, 4.Szene, 12.Replik, Nummer im Gesamt-Drama: 183	2_4_12_183	ARABELLA:Ich wider Sie?	negative	negative	negative
Miß Sara Sampson 2.Akt, 4.Szene, 27.Replik, Nummer im Gesamt-Drama: 198	2_4_27_198	MELLEFONT:Was sagen Sie?	neutral	neutral	positive
Miß Sara Sampson 2.Akt, 4.Szene, 30.Replik, Nummer im Gesamt-Drama: 201	2_4_30_201	ARABELLA:Der war für Sie; aber nun einen für mich. Kommen Sie nur ja bald wieder; ich bitte. Mellefont geht ab.	positive	positive	positive
Miß Sara Sampson 2.Akt, 5.Szene, 5.Replik, Nummer im Gesamt-Drama: 206	2_5_5_206	MARWOOD:Schweig, kleine Närrin!	negative	negative	negative
Miß Sara Sampson 2.Akt, 5.Szene, 9.Replik, Nummer im Gesamt-Drama: 210	2_5_9_210	MARWOOD:O geh! man muß wissen, wen man vor sich hat.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 5.Szene, 17.Replik, Nummer im Gesamt-Drama: 218	2_5_17_218	ARABELLA:Ich bin recht unglücklich – –	negative	negative	negative
Miß Sara Sampson 2.Akt, 6.Szene, 6.Replik, Nummer im Gesamt-Drama: 225	2_6_6_225	MELLEFONT:Die Sprache der Wahrheit und des Unwillens.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 6.Szene, 7.Replik, Nummer im Gesamt-Drama: 226	2_6_7_226	MARWOOD:Nur gemach, Mellefont, oder auch ich werde diese Sprache sprechen.	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 6.Szene, 12.Replik, Nummer im Gesamt-Drama: 231	2_6_12_231	MELLEFONT:Zittern Sie nicht, Bella. Auch für Sie bin ich mit zurück gekommen. Geben Sie mir die Hand, und folgen Sie mir nur getrost.	positive	positive	positive
Miß Sara Sampson 2.Akt, 6.Szene, 18.Replik, Nummer im Gesamt-Drama: 237	2_6_18_237	MELLEFONT:Bleiben Sie, Bella. Indem er sie zurück halten will.	negative	negative	negative
Miß Sara Sampson 2.Akt, 6.Szene, 19.Replik, Nummer im Gesamt-Drama: 238	2_6_19_238	MARWOOD:Nur keine Gewalt, Mellefont, oder – – Hannah und Arabella gehen ab.	negative	negative	negative
Miß Sara Sampson 2.Akt, 7.Szene, 1.Replik, Nummer im Gesamt-Drama: 239	2_7_1_239	MARWOOD:Nun sind wir allein. Nun sagen Sie es noch einmal, ob Sie fest entschlossen sind, mich einer jungen Närrin aufzuopfern?	negative	negative	negative
Miß Sara Sampson 2.Akt, 7.Szene, 10.Replik, Nummer im Gesamt-Drama: 248	2_7_10_248	MELLEFONT:Marwood – –	neutral	neutral	negative
Miß Sara Sampson 2.Akt, 7.Szene, 13.Replik, Nummer im Gesamt-Drama: 251	2_7_13_251	MARWOOD:Du erinnerst mich, daß ich nicht gegen den Rechten rase. Der Vater muß voran! Er muß schon in jener Welt sein, wenn der Geist seiner Tochter unter tausend Seufzern ihm nachzieht. Sie geht mit einem Dolche, den sie aus dem Busen reißt, auf ihn los. Drum stirb, Verräter!	negative	negative	negative
